,text,label_h,label_f,label_s
943,baat to sahi hai bhai  lekin phir rape ke case me mp no  kyu hai,0,1,1
944,jaise note k lie modi zimmedar hain waise hi rape k liye tutune hi karaye hain rapedelhi mebalatkari  arvindkejriwal,1,1,0
945,janab sirf up me rape nahi hota hai gujrat me  bjp leader ne  ladies ke sath rape kiya tha aandh bhakt,0,0,0
946,election me koi mudda nhi na hi kuch saal me kiya uper se isi rape to public ka dhyan kahi too hatana ha,0,0,0
947,ise aaj rape ki bahut fikr ho rhi h uss time kha tha jb kashmiri pandito ko bhagay jaa rha tha aur aurto k saath rape ho rha,1,0,0
948,modi bhakt nalia rape ke bare me kuch kaho,0,1,0
949,yaar ye bas attention seeking stunt hai takeh jo hate kare wo bhi taras kha kar chor de c,0,0,0
950,bht hate mjhey milti hai liken pata nhi kiun bht hain dushman mere,0,1,0
951,rubbish ne mujhe bhi block kar rakha hai maine badaun rape par iski reporting par sawal kiya tha https  twittercom modifier status ,1,0,0
952, tasnimlamia khawar pore hate torkari lege chilo ar thumi hat wash koro nai so thumi hatr shugran nicho is ur dp,0,0,0
953, pawandurani jnu me yahi log mahilaao ka rape karte hain ,1,1,0
954,or aisha ka rape karne wala kon he ,0,1,1
955,apne neta ko defend karne ke liye kisi ko rape ki dhamki dete hain,0,0,0
956, amjedmbt as salamualikum amjed bhai gutta ps limit ke rape case ke barre mei bhi tweet karna tha ,0,1,0
957,kya hate wala kaam kiya bata to tere pass bahut followers hai to jo man me aayega karega,0,0,0
958,apni bharat mata ki har aurat ka tum rape karna chahte ho aur kehte ho aazadi humse chahiye arrey kameenon  http  fbme qfoxepo,1,0,0
959,jnu ko badnaam karne ki saajish dekhaana chahte h log kitna hate kartey h jnu ko jaha jaati h jhagda ho jaata h,0,0,1
960,bhai koi iska rape kar doog main bahut khujli ho rahi hai https  twittercom rishibagree status ,0,0,0
961, narendramodi ji  ab aapke bhakton ne rape threats bhi dene shuru kar diye hain ab bhi aap chup rahoge  manekagandhibjp  misabharti https  twittercom niteshyadav status ,0,0,0
962,bhai ab kya ravish ka rape krvoage vo bhi ravish ke bhai se ab pati kali ni gd lal hogi kuch dino m jab police m https  twittercom aryanyadav status ,1,0,0
963,#ramjas ye  haraamkhor rehte yaha h yaha ki hawaa me saans lete h yaha ka namak khate h yaha ka paani peete h par desh me nafrat failate h pictwittercom aubmndyhi,0,1,0
964,agr ye dunya aaj b sheikh saadi aur molana roomi ko follow krey aman hojaye aur terrorism khtam hojayeplz plz,0,0,0
965,is hisab se to wo dalit nhi h na jiska rape kiya,0,0,0
966, isirarnab lol matlab bhabhiji bach gayi samajwadiyon ke rapeladke hai rape kar hibdete hai aisa unke sasur ne bola lol,0,0,0
967,beta burma mein kismat se bach gya nhi toh isse bhi bura ho jata rape ho jata is jhath ke baal ka pictwittercom ztxtszai,0,0,1
968,allahabad hate h to tapas kar diya jata h  koyi na koyi kami nikal kar,0,1,0
969,farther ka jo paisa tha yo abi tak nhi mila h jab jab allahabad hate h tab tab koyi na koyi bahana bana kar uapas kar diya j,0,0,0
970, sumitbhattacha is shahid ke mu mat lago in sab rapist ke aulad hai unki masiha ke tara jo ke  sall umar me  saal ki ayesha ko rape kya,1,1,0
971,dekhna ek din koi inke jindagi ka rape karke chala jayega,0,0,0
972,are chor saale lalu  mamta rahul gandhi  vadra ye saare bhi junda hai abhi  bolti band ho gayi gandu teri hate u  rascal,1,0,0
973,delhi rape case ka tumne kya kar lia tha wo dickshit kya kar rahi thi,1,0,0
974, indianoffice jiska mla rashan card ke liye rape kar sakta haiwo cm  layak nahi dhaba hai puri political party ke liye,0,1,0
975,gujarat me to khud bjp ke karyakarta o ne rape kiya he  kyu chup ye log  newsindia  awasthis  sambitswaraj,1,0,0
976,#ramjas enko tarek fateh ke bare me puchho kuchh yad he kya  din pahle wo kya freedom of speech ya intalactual terrorism tha,0,1,0
977,to kuch naliya gang rape ya isi agents ke baare mein batao bhakt,0,0,1
978,bhai filmi duniya me hi rahowhy u hate modi so much,0,0,0
979,haan and naliya gang rape bhi  bewkoof bhakt,0,0,1
980,sambit jo gujrat me or mp me rape ho rahe h un pur kyo chup ho itna ghamand na kero janta sab janti h,1,0,0
981,sishumandir me kahi bhi nafarat nhi sirf desh prem ki baat ki jatikisi bhi sishumandir me apko hate speech sun ne ko nhi milegi,0,1,0
982,yeh deshbakt hai  yeh rape nhi karte  yeh mahila ka udhaar karte hai toh aap rape shabdh ko jhodke deshdroh mat karo,1,0,0
983,saram aana chahiye aap jaise hi ladkia rape ki karan banti h,0,0,0
984,aur jab rape jae to pahuch jao delhi mombatti le ke,0,1,0
985,kitni saram ki baat h aap jaise hi ladkia h jo is desh me rape ka karan banti h pahle offer karo unhi ko rape k liye,0,1,0
986,aise log sirf police ki maujoodgi me hi ghundagardi karne ki himmat karte hain police  read protection  hate hi ghayab,0,0,0
987,sir aap aaj public se ye jarur pachna ki aap rohit bemulla ke marne par aap roye aur abhi ek bihar dalit girl ke sath  rape    ,0,0,1
988, arvindkejriwal are chutiyo tumhare vidhayak kisi ka rape karte h aur bolenge mai dalit hunkyu bdnam kr rhe dalit ko,1,1,0
989,afghaniyon se jaan chura lo  terrorism khatam ho jaegi,0,0,1
990,paas ke gaon mein londo ka scorpio mein uthake rape kar lena bhi jyada rare nahi haisaala pata bhi sabko hota hai kisne kiya,0,1,0
991,agar up mien sp jeeti to ek hi gaana bajega up ko rape pasand hai yahi to yahan ke neta kehte hai  naadani  galti,0,1,1
992,budhe wahi toh madarasa me quran padhake terrorists bante h aur ham ssvm se padhke khali sickularvando ko hate karte h,0,1,0
993,kya aap vijay jolly ka rape bhi dabane  denge jaise bjp sab apne paap daba dete hain,0,0,0
994,freedom of speech hate speech ho jaati hai jab gen bakshi bengal jaate hai aur ramdev jnu,1,1,0
995,vo aur desh hote honge sir yaha to rape ki fir bhi nahie hoti aur log mar jaate hai https  twittercom sudhirchaudhary status ,1,0,0
996,kamai aamir ne bhi diya ehsaan h unka tabhi ab hate nhi karti main dono ki movie dekhti hu  beingsalmankhan,0,0,0
997,me mang leta hun me kisiko dusman banake nhi rakhna chahta dost bana deta hun pehle ladai uske bad dosti i hate negativity,0,0,0
998,abe rndtv ravish kumar ke bhai ki khabar dikhaao rape waali,0,1,0
999,#gujaratkegadhe ek aur gadha vijay jolly rape ke male mein phansa  yeh gadhe multiply ho rahe hain modi sarkar mein,0,0,0
1000,gujrat jaakr dekho miya rajsthan b dekhlo bundelkhnd me bjp wale hi rape kr rhe he  sharam karo,1,0,0
1001, sumitpa  i hate patta from starting mummy pareshan ho hai is chij ko lekar nd dhaniya ab vo bi ni achi lagti waqt ke sath,1,0,0
1002,ji bihar mai aapke journalist bhai ravish kumar ke bhai brijesh kumar ne dalit ladki ka rape kiya is par kuch kyu nahi bol rahi,1,1,0
1003,rapist party k bhakt ho chumma aur rape k siva dikhega bhu nahi tumhe kuch,1,0,0
1004,koi bhi kisi ki feelings nai samjhta just hate this,0,0,0
1005,har baat ma beti pe hi aakar rukti hai  apni ko parde me rkho dusrey ki rape kro,0,1,0
1006,bc ye tumhare ravish ke bhai aur congressi neta ne bihar me dalit ke sath rape kiya hai  uspe kuchh kahoge,0,1,0
1007,bihar rape kand me  officeofrg rahul and  incindia kyo chup h kaha h  priyankac shobha ojha ranjeet ranjan n others,0,1,0
1008,#corruptsystemjaan kisi bacche ki jaayee ya rape income ke naam se desh mein crime kaun chala raha hai,1,0,0
1009,meet new breed of kusanskqri empowered kukarmi girls of india  abhi kapada faad  ke rape ka natak karegi ye sab https  twittercom advancedmaushi status ,1,0,0
1010,haan duniya bhar ka hate hai   dramebaaz_ani,0,0,0
1011,#corruptsystem jaan kisi bacche ki jaayee ya rape income ke naam se desh mein crime kaun chala raha hai,0,0,0
1012,na to tanzeem kaal adam hy aur nahi hi inper koi terrorism ka charge hy,0,1,0
1013, vasundharabjp madam aap k karykartao ko sambhalo kl ko rape kr k bolenge sabh desh hit mai hai  sachinpilot,0,0,0
1014,chem k liye scenes saath mein hona chahiye na hote bhi h toh dupes k saath hate cvs had it not been divan #yhm band ho jaata abhi takhttps  twittercom nilsfenando status ,0,1,0
1015,or vo bhi mujhe follow karke  mere tweets ko ignore karke  rt maarte mere kiye  hue rts koi hate them,0,1,1
1016,porki tum to sale apni  sal ki bacchi bhi nahi chhodte uske sath rape karte ho fir usi se nikah,1,1,1
1017,are isko hate kyun krti ho  new new to aayi h bechari   isne aisa kya kr diya,0,1,0
1018,ek basti  ha jise log kashmir khate ha pictwittercom yhuqtnkk,0,0,0
1019,fir wo chahe rape kare ya murder,0,1,1
1020,kya pta ravish ne bhi rape kiya ho  hme kya pta  ek hi ghar me to bade hue h dono,1,1,0
1021,ab haffiz saeed ko bharat ko sop dena chahiye tabhi maana jayega ki pakistan terrorism ko leker serious hai,0,0,1
1022,ladke hain garmi chadh jaati hai  rape ho jaate hain  ab kya rape ke liye sooli pe chadha doge,0,1,0
1023, peverellignotus technically modi hatred ke liye desh ko bech aayege fir royege desh ke naam ka nautanki fake nationalism in aapiyo ka,1,0,0
1024, narendramodi sir ye hae vikas shamshan kabristan eid diwali p raajniti bina khoon bahaye aap ko sukoon nahi milega  ranaayyub  ravishndtv,0,0,0
1025,toone maanaa madarso me nafrat failaayi jaati hai good baat par tike rehnaa baaki kahi tik nahi paate ho kaisi lagi meri ray,0,1,0
1026,jab bhi koi couple dekhun mera garam khoon  khaulekhaulekhaulekhaulekhaulekhaule,1,0,0
1027,ham maanthay hain thum terrorists nahi hon  tho wo kashmir main paani ki jaga khoon kon baha raha hain,0,0,0
1028,bas piyar sey keh dena yaar prince teri  ab zarorat nahi rahi,0,1,1
1029,ganganagar mp nihalchand bhi rape accused hai us ko bhi kuch karo,0,1,1
1030,wanha hatred paadhaya jatahai isliea sab jhatred,0,1,1
1031,tumhe apna banane ka junoon jo aab dil mein hain   listening to tumhe apna banane ka junoon  hate story ,0,1,0
1032,kisi ne help na ki meri rajattummera dard nhi mehsus kar sake tum wo ho hi nhi jise mne pyar kiyai hate u,1,1,0
1033,those who say khoon ka aapki soch se kucchh nahi lena fake gandhi varun ko dekh lijiye cm ke liye naam nahi anounce hua toh attack bjp,0,1,0
1034,nushki me murghi mafia aik dafa pir awam ka khoon choosne lag gaye  qta me  se  jab k nki me  se  rupay fee kg frokht ho raha ha,1,1,0
1035,saraswati ko nafrat maante hai  incindia aur hinduon se vote maangtehttps  twittercom digvijaya_ status ,0,1,0
1036,kidhe pher full yaari http  fbme scnlkxdz,0,1,0
1037,bhai mekko toh sab hate u hi bolte subah subah,1,0,0
1038,  mati das ko aari se chir dene wale banda bahadur ki aantria usi ke muh me thus ne wale muje nafrat batate pictwittercom rwheitidt,0,1,0
1039,lawyer hamare pass saboot hai khoon tumne hi kiya hai,0,1,0
1040,criminaljo bolta hai vohi hota hai,0,1,1
1041,stop the hate salute jigs mayuga  http  fbme ieioyb,0,0,1
1042,achha ye batao bihar me dalit ladki ka rape hua hai kuch virodh karoge ki bjp rules state me kuch hone ka wait kr rhe ho,1,1,0
1043,mre ko aisi feeling aa rai hai ki  murder or hoga ,1,1,1
1044,bajwaa sahab itna nahi khaane ka nafrat ka tezaab khayiye pyaar ki halwa life hogi mawa gulaab jamun bas gulaab haat me,0,0,1
1045,nihalchand pr rape,0,0,1
1046,modi pr fake degree,0,0,0
1047,smirti pr fake degree,0,1,0
1048,sivraj pr vyapam ghotala,0,1,1
1049, digvijaya_ hum up ke rape kuchh nahi bolenge waha jo gadhha bandhan hai sp se,1,1,0
1050,just saying k agar war on terrorism ek kahani hai  to ye thread ek major spoiler hai  spoiler kya is se zyada ab kya bolega,0,1,1
1051,jub se pak army pr bakwas ki hai aap se nafrat c ho gai h,1,1,1
1052,  islaye tou chata hu aap jaise humble and mannered log samjay aur samjaye ke  tarekfatah nafrat phaylata hain  aur kuch nahi,0,0,0
1053,terrorist attack ho tou shor hangama macha deta hai media aaj tak ek program nahi kiya ke terrorism hoti kyun hai  issay roka kaise jaye,1,1,1
1054,ab to tune bhi kar diya tweet ab teri gand se bhi nikleg khoon madar  ,1,1,0
1055,sab to yahi bolte ki hitler hu mai kitti sweet hu waise,0,1,0
1056,no  usko gujarat bjp ke naliya rape scandal ke liye campaign karna chahiye  sardanarohit  yadavakhilesh,0,1,0
1057, ashokepandit tumlogon ke khoon main hi dalali hai ghulami main angrezon ki dalali ab paki ki dala waise bhi isi marked  fully satified h https  twittercom ashokepandit status ,1,1,0
1058,we can understand  ashokepandit nafart ghol diya hai tum logon pak ke naam se or pyaar bhi hai paki se ye kasoor tumhare khoon ka hai https  twittercom ashokepandit status ,1,1,0
1059, tehseenp  shehzad_ind  tarekfatah touch se slapping tak pahunch gye subah tak rape pe pahunch jaoge,0,1,0
1060,agar drasim aisa boltey tou kub ke phansi charhaye ja chukey hotey suoreme corts az khud notice le rahee hotiaurrangerschapey,0,1,1
1061,anjeer tukray kar k pao doodh men ubal k thanda kar k daily sonay se pehle khaya karen,0,1,1
1062,aapko to patna me murder gaya me rape ka pata v nahi chal pata hai aur bat karto ho isi agent ka  narendramodi_in  bjpindia,0,0,0
1063,bhai tm hate krte rho tmse yahi umeed haiaur muje yakin h ki umeed ni todoge,0,1,0
1064,aap janwar hokhoon kitni bar use kiya apnejb yesa hone lge to samjh jana ki pagal ho chuki aap,1,0,0
1065,aansu ka qatra jo khaufe khuda me nikle  khoon ka qatra jo raahe khuda me gire,0,1,0
1066,good yahi karte raho isse to hate story banta hai koi kahega hindu jindabad,0,1,0
1067,akhilesh dont feel bad baap ne sikhaya ladko se galati ho jati hai bhabhji ki chhedchhad hui hai rape nahi akhilesh,0,0,0
1068,khoon nhi kholta madam tumme bhi mnn marta hai chummi lene ka https  twittercom high_by_the_sea status ,0,1,0
1069,ye to achchha hai ki up me bijli ki durdasha hai nahi to jis tarah nangi taar latki hui hai rape se jyada current se mar jate,0,1,0
1070,maine bhi sunatha pappu ke upar bhi rape case chalatha  ushka kya huatabhi cong ka govt thasamajhadaro ko ishara hi kafi,0,1,0
1071,jo sp k gundy atankvadhio rape master logo par police cort judjes gun kush nahi kar paai wo sab aap ki ungli kamal dubaa kar kar sakti pictwittercom xiowyovvma,1,0,0
1072,jab jnu se itni nafrat hai to jnu me padh hi kyun rahe ho aur to aur apne twitter handle me bhi jnu ka prayog kr rahe ho,1,0,1
1073,kah muje  geonews_urdu se sakht nafrat hain pictwittercom iqikwkwq,1,0,0
1074,bro mere tweet mai sare rang hai  rajniti ke pyaar ke nafrat ke jokes ke attitude ke,0,1,0
1075,chahe cm hi kyu na hoojahil jahil hota haisanskar khoon mai hota hai https  twittercom crazykanika status ,0,0,0
1076,delhi ma roj rape hotai delhi ma crime kis kadar bhad gya ha  sheela ji ka smya sa bhi jyada bhad gya ha  vikas bhi tham sa gya habjpjwab,1,0,0
1077,yuva dhan ki mansikta ke karan hi rape cases badhte hai psychologists aur sachchhe sadhu sant ki advice bahot jaruri hai,0,0,0
1078,chal phir mat dikhain warna murder ka case ban jaye ga tujh pr  ibtehaj_akber,0,1,1
1079,listening to aye khuda  murder  by mithoon  saim bhat  kshitij tarey,0,0,0
1080,lol terrorism ki baat aayi aur dukh kisko hua dekh lo,0,1,0
1081,vo state batai haha rape na home ho kisi parti ko nahi janta ko samne aana hoga hassan,0,1,0
1082,bharat ko aazadi dilane mein ww ki bhi khas bhoomika rahi hai aur ww hitler ki wajah se hua tha to gandhi ke saath hitler ko bhi yad karo,1,0,0
1083,girl  accha tum bhi period mein ho  laal khoon nikal raha,0,0,0
1084,nhi yaar  or sunna bhi nhi hay warna real version se nafrat hojaegi,0,1,0
1085,ye video dekh kar to khoon khaul gya,0,1,1
1086,ye jo roz roz murder rap ho rahe h is desh m log chutiya samajhte  h is desh ke kanoon  ko  #pmmodi #nagpurpolice #bjpbmc #bjp,1,0,0
1087,sir  i suggest my views about rape cases ladies ko chahiye ki woh apne pair se unki jananendriya ko damage kare voh bhagega,0,0,1
1088,tarek fatah jise kamine ensan ko keon national media etna highlight karta hai yeh desh men anarchy aur nafrat phailana chah raha hai https  twittercom shehzad_ind status ,1,0,0
1089,pardarshan ki baat to shi hai par naare ki baat apki galat is post se aap nafrat phelao rhe hai,0,1,0
1090,kya up ki janta charaghotala  gghotala kisano ka muavjaghotala rape dange gundaraj waloko ek bhi vote degi,1,0,1
1091,  naliya gang rape might have got blessings from mulayam choti choti galtiya ladko se ho jati hai,0,0,0
1092,bikram singh indian army chief  hum pakistanio ka khoon bhahye gy tu eh pak army ko nuqsan hoga  #lannat #intelligenceatbest #charsadda,0,0,0
1093,haan unhi brahmino ke saath jisne inka rape kiyaa akhilesh hi bachayenge sab dalit ko,0,1,0
1094,yadi sapa ne up ko gaud liya hai  toh itni gundagardi  murdered  rape  chori kyon hoti hain  kya aap jawab denge,1,0,0
1095,keh kaun raha hai balram singh ki beti se gang rape ka aaropi jiska leader ho usko to fasi de deni chahiye,0,1,0
1096,main kab popular ho gayi bhaiaur tu mujhe hate karti hai,0,1,0
1097,bjp wale rajyo me murder ya rape nahi hote kyaup ki roti kha k up ko hi badnaam karte ho,0,1,1
1098,sir but language kya ham is desh nafrat ki or nahi le ja rahe,0,0,0
1099,kya fayda khoon jalane se  ignore kriye   samay ek jaisa nhi rheta hai,0,1,0
1100,hate karte hain phir usse shaadi kar lete aur phir pyaar waah waah  rangoon this friday,0,1,0
1101,aaj phir video song   hate story    arijit singh   jay bhanushali   surveen chawla http  fbme jkhqfnnt,0,0,1
